reaction_id,flux_ratio,log2_ratio,deg_log2fc,rxn_p,padj_rxn,rxn_sig_by_padj,Pathways,pathway_list,n_pathways,pass_lfc,pass_flux,highlight,GPR_rule,GPR_rule_log2FC,size_s
MALtm,1.0528161678283068,0.070389327891398,0.323214535580689,0.553870736635124,0.553870736635124,True,"Transport, Mitochondrial",['Mitochondrial transport'],1,False,False,False,SLC25A10,0.32,
MDH,1.3628949155949959,0.44360665147561484,0.16910154833729,0.7133546471597592,0.7133546471597592,True,Citric Acid Cycle; Glyoxylate And Dicarboxylate Metabolism; Methane Metabolism; Pyruvate Metabolism,['Energy metabolism'],1,False,False,False,MDH2 or MDH1,0.17 or -0.12,
ME2m,1.0282633245342105,0.04264433740849372,0.0307505387928783,0.805677224773199,0.805677224773199,True,Pyruvate Metabolism,['Energy metabolism'],1,False,False,False,ME1 or ME3,-0.33 or 0.03,
METtec,1.3628949155848433,0.44360665147561484,0.0197833554957469,0.987486660647554,0.987486660647554,True,Extracellular Transport,['Extracellular Transport'],1,False,False,False,SLC43A2,0.02,
MMEm,0.7986782397306441,-0.3219280948873623,-0.053416677022266,0.948934409922252,0.948934409922252,True,"Glyoxylate And Dicarboxylate Metabolism; Propanoate Metabolism; Valine, Leucine And Isoleucine Biosynthesis; Valine, Leucine And Isoleucine Degradation",['BCAA metabolism (Val/Leu/Iso)'],1,False,False,False,MCEE,-0.05,
MMMm,0.7986782397306441,-0.3219280948873623,-0.258182825990587,0.314422913744926,0.314422913744926,True,"Glyoxylate And Dicarboxylate Metabolism; Propanoate Metabolism; Valine, Leucine And Isoleucine Biosynthesis; Valine, Leucine And Isoleucine Degradation",['BCAA metabolism (Val/Leu/Iso)'],1,False,False,False,MUT,-0.26,
MMSAD1m,0.6782733842686183,-0.5563933485243852,0.517551590412715,0.0466358695546216,0.0466358695546216,True,"Valine, Leucine And Isoleucine Biosynthesis; Valine, Leucine And Isoleucine Degradation",['BCAA metabolism (Val/Leu/Iso)'],1,False,False,False,ALDH6A1,0.52,
NADH2_u10m,1.0684658689956144,0.09761079662642233,-0.707032927662858,,,True,Oxidative Phosphorylation,['Energy metabolism'],1,False,False,False,NDUFS2 and NDUFA13 and NDUFB7 and NDUFS4 and NDUFC2 and NDUFB6 and NDUFB10 and NDUFAB1 and NDUFA8 and NDUFA5 and NDUFA12 and NDUFB2 and NDUFV3 and NDUFA9 and NDUFA7 and NDUFB9 and NDUFS6 and NDUFS3 and NDUFB1 and NDUFB8 and NDUFA10 and NDUFB3 and NDUFS1 and NDUFB5 and NDUFV2 and NDUFA6 and NDUFV1 and NDUFA2 and NDUFS8 and NDUFB4 and NDUFS7 and NDUFS5 and NDUFA4 and NDUFA1 and NDUFA11 and ND1 and ND3 and ND6 and ND5 and ND4 and ND4L and ND2,NA and -0.36 and -0.71 and NA and 0.41 and -0.02 and -0.16 and 2.22 and -0.15 and 0.55 and 0.19 and 0.24 and -0.01 and 0.05 and -0.23 and -0.24 and 0.40 and 1.47 and 0.09 and 1.14 and -0.22 and -0.05 and -0.66 and 0.11 and 0.27 and 0.18 and -0.09 and -0.20 and -0.04 and 0.24 and 0.18 and -0.16 and NA and -0.10 and -0.16 and NA and NA and NA and NA and NA and NA and NA,
NDPK1,1.3628949155831782,0.44360665147561484,0.196782595387748,0.467509293914373,0.467509293914373,True,Nucleotide Interconversion; Nucleotide Metabolism; Purine Metabolism,"['Nucleotide metabolism', 'Nitrogen disposal']",2,False,False,False,NME3 or NME2 or NME6 or NME7 or (NME2 and NME1) or PKLR,-0.49 or -0.18 or -0.24 or -0.06 or (-0.18 and 0.17) or 0.20,
NDPK10,1.362894915584755,0.44360665147561484,-0.061418364933214,0.46380111718973227,0.46380111718973227,True,Nucleotide Interconversion; Nucleotide Metabolism; Purine Metabolism,"['Nucleotide metabolism', 'Nitrogen disposal']",2,False,False,False,NME3 or NME2 or NME6 or NME7 or (NME2 and NME1),-0.49 or -0.18 or -0.24 or -0.06 or (-0.18 and 0.17),
NDPK10n,1.362894915584755,0.44360665147561484,-0.175059149219714,0.909459232669742,0.909459232669742,True,Nucleotide Interconversion; Nucleotide Metabolism; Purine Metabolism,"['Nucleotide metabolism', 'Nitrogen disposal']",2,False,False,False,NME2 and NME1,-0.18 and 0.17,
NDPK3m,1.362894915584834,0.44360665147561484,0.17268934023177,0.7666743916373672,0.7666743916373672,True,Nucleotide Interconversion; Nucleotide Metabolism; Pyrimidine Metabolism,['Nucleotide metabolism'],1,False,False,False,NME4 or NME6 or NME1,0.16 or -0.24 or 0.17,
NDPK4n,1.362894915584755,0.44360665147561484,1.88089581253678,0.009181126716520768,0.009181126716520768,True,Nucleotide Interconversion; Nucleotide Metabolism; Pyrimidine Metabolism,['Nucleotide metabolism'],1,True,False,False,NT5C2 or NT5C1B or NT5C1A or _LOC770392 or NT5C3B or NT5DC4 or NT5C3A,0.02 or -0.48 or 0.29 or NA or -0.47 or 1.88 or 0.07,
NDPK5,1.3628949155847918,0.44360665147561484,-0.061418364933214,0.46380111718973227,0.46380111718973227,True,Nucleotide Interconversion; Nucleotide Metabolism; Purine Metabolism,"['Nucleotide metabolism', 'Nitrogen disposal']",2,False,False,False,NME3 or (NME2 and NME1) or NME6 or NME7 or NME2,-0.49 or (-0.18 and 0.17) or -0.24 or -0.06 or -0.18,
NDPK6m,1.362894915584755,0.44360665147561484,-0.175059149219714,0.909459232669742,0.909459232669742,True,Nucleotide Interconversion; Nucleotide Metabolism; Pyrimidine Metabolism,['Nucleotide metabolism'],1,False,False,False,NME1 and NME2,0.17 and -0.18,
NDPK8,1.3628949155848167,0.44360665147561484,0.196782595387748,0.467509293914373,0.467509293914373,True,Nucleotide Interconversion; Nucleotide Metabolism; Purine Metabolism,"['Nucleotide metabolism', 'Nitrogen disposal']",2,False,False,False,NME3 or NME2 or NME6 or NME7 or (NME2 and NME1) or PKLR,-0.49 or -0.18 or -0.24 or -0.06 or (-0.18 and 0.17) or 0.20,
NDPK8m,1.362894915584755,0.44360665147561484,0.17268934023177,0.7666743916373672,0.7666743916373672,True,Nucleotide Interconversion; Nucleotide Metabolism; Purine Metabolism,"['Nucleotide metabolism', 'Nitrogen disposal']",2,False,False,False,NME4 or NME6 or NME1,0.16 or -0.24 or 0.17,
NTD2,1.3628949156490227,0.44360665147561484,1.88089581253678,0.007664028766705094,0.007664028766705094,True,Nucleotide Metabolism; Pyrimidine Catabolism; Pyrimidine Metabolism,['Nucleotide metabolism'],1,True,False,False,NT5C2 or NT5C1B or NT5C1A or _LOC770392 or NT5C3B or NT5DC4,0.02 or -0.48 or 0.29 or NA or -0.47 or 1.88,
NTD7,1.3628949155337844,0.44360665147561484,1.88089581253678,0.007664028766705094,0.007664028766705094,True,Nucleotide Interconversion; Nucleotide Metabolism; Purine Metabolism,"['Nucleotide metabolism', 'Nitrogen disposal']",2,True,False,False,NT5C2 or NT5C1B or NT5C1A or _LOC770392 or NT5C3B or NT5DC4,0.02 or -0.48 or 0.29 or NA or -0.47 or 1.88,
NTD8,1.362894915605479,0.44360665147561484,1.88089581253678,0.007664028766705094,0.007664028766705094,True,Nucleotide Interconversion; Nucleotide Metabolism; Purine Metabolism,"['Nucleotide metabolism', 'Nitrogen disposal']",2,True,False,False,NT5C2 or NT5C1B or NT5C1A or _LOC770392 or NT5C3B or NT5DC4,0.02 or -0.48 or 0.29 or NA or -0.47 or 1.88,
NTD9m,1.3628949149163858,0.44360665147561484,0.179540097318733,0.704295275366788,0.704295275366788,True,Nucleotide Interconversion,['Nucleotide metabolism'],1,False,False,False,NT5M,0.18,
OMPDC,1.3628949156813748,0.44360665147561484,-0.578337059916216,0.0846882737066805,0.0846882737066805,True,Pyrimidine Metabolism; Pyrimidine Synthesis,['Nucleotide metabolism'],1,False,False,False,UMPS,-0.58,
ORNTArm,1000.0,3.0,0.002154001101893,0.996028861784425,0.996028861784425,True,Arginine And Proline Metabolism; Urea Cycle,['Nitrogen disposal'],1,False,True,False,OAT,0.00,
ORPT,1.3628949156813748,0.44360665147561484,-0.578337059916216,0.0846882737066805,0.0846882737066805,True,Pyrimidine Metabolism; Pyrimidine Synthesis,['Nucleotide metabolism'],1,False,False,False,UMPS,-0.58,
P5CDm,1000.0,3.0,0.275417332518197,0.21419551012623,0.21419551012623,True,"Alanine, Aspartate And Glutamate Metabolism","['AA central (Ala/Asp/Glu, Gly/Ser/Thr)']",1,False,True,False,ALDH4A1,0.28,
PCm,1.0105457570081633,0.014355292977070054,0.0,,,True,Biosynthesis Of Amino Acids; Citric Acid Cycle; Pyruvate Metabolism,"['AA central (Ala/Asp/Glu, Gly/Ser/Thr)', 'Energy metabolism']",2,False,False,False,PC,NA,
PCt,1.3628949155848407,0.44360665147561484,1.37329338595377,0.49966535384779653,0.49966535384779653,True,Extracellular Transport,['Extracellular Transport'],1,True,False,False,ABCB1LA or ABCA1,1.37 or 0.18,
PDHm,1.0475764828796081,0.070389327891398,0.0,,,True,2-oxocarboxylic Acid Metabolism; Glycolysis/Gluconeogenesis,['Energy metabolism'],1,False,False,False,_DLAT,NA,
PFK,0.9988189119215959,0.0,1.1112549617086,0.026025203777463014,0.026025203777463014,True,Glycolysis/Gluconeogenesis,['Energy metabolism'],1,True,False,False,PFKP or (PFKP and PFKL) or (PFKP and PFKM) or PFKM or PFKL or (PFKL and PFKM),0.24 or (0.24 and 1.11) or (0.24 and 0.12) or 0.12 or 1.11 or (1.11 and 0.12),
PGCD,1.438695569818605,0.5260688116675876,-0.32780265196916,0.594394619094355,0.594394619094355,True,"Alanine, Aspartate And Glutamate Metabolism; Biosynthesis Of Amino Acids; Cysteine And Methionine Metabolism; Glycine, Serine And Threonine Metabolism; Methane Metabolism","['AA central (Ala/Asp/Glu, Gly/Ser/Thr)', 'AA other']",2,False,False,False,PHGDH,-0.33,
PGI,0.9988189119215957,0.0,0.173718676666831,0.662700849032212,0.662700849032212,True,Glycolysis/Gluconeogenesis,['Energy metabolism'],1,False,False,False,GPI,0.17,
PGK,0.9986073882093199,0.0,0.552336467270081,0.0759042119589126,0.0759042119589126,True,Biosynthesis Of Amino Acids; Glycolysis/Gluconeogenesis,"['AA central (Ala/Asp/Glu, Gly/Ser/Thr)', 'Energy metabolism']",2,False,False,False,PGK2,0.55,
PGL,1.3628949156262973,0.44360665147561484,-0.176328150213295,0.772497390950652,0.772497390950652,True,Pentose Phosphate Pathway,['Energy metabolism'],1,False,False,False,H6PD,-0.18,
PGM,0.9984869782826069,0.0,-0.192888653856421,0.41696277700564377,0.41696277700564377,True,"Biosynthesis Of Amino Acids; Glycine, Serine And Threonine Metabolism; Glycolysis/Gluconeogenesis; Methane Metabolism","['AA central (Ala/Asp/Glu, Gly/Ser/Thr)', 'Energy metabolism']",2,False,False,False,BPGM or PGAM1,-0.19 or -0.32,
PGMT,1.3628949156486478,0.44360665147561484,0.695880785440282,0.1658202119614021,0.1658202119614021,True,Glycolysis/Gluconeogenesis,['Energy metabolism'],1,False,False,False,PGM1 or PGM2,-0.14 or 0.70,
PGPPTm,1.3628949155850247,0.44360665147561484,0.358936707428793,0.532010408178059,0.532010408178059,True,Glycerophospholipid Metabolism,['Lipid metabolism'],1,False,False,False,PGS1,0.36,
PHETA1,1.0532476616228117,0.070389327891398,0.138855666712495,0.708470856642592,0.708470856642592,True,"2-oxocarboxylic Acid Metabolism; Biosynthesis Of Amino Acids; Phenylalanine Metabolism; Phenylalanine, Tyrosine And Tryptophan Biosynthesis","['AA central (Ala/Asp/Glu, Gly/Ser/Thr)']",1,False,False,False,GOT1,0.14,
PHETA1m,1.0532476616228117,0.070389327891398,0.70960125442711,0.4178100935911806,0.4178100935911806,True,"2-oxocarboxylic Acid Metabolism; Biosynthesis Of Amino Acids; Phenylalanine Metabolism; Phenylalanine, Tyrosine And Tryptophan Biosynthesis","['AA central (Ala/Asp/Glu, Gly/Ser/Thr)']",1,False,False,False,TAT or GOT2,0.71 or -0.10,
PHEtec,1.3628949155849124,0.44360665147561484,0.605780945130035,0.37222896059020566,0.37222896059020566,True,Extracellular Transport,['Extracellular Transport'],1,False,False,False,SLC16A10 or SLC43A2,0.61 or 0.02,
PPAm,1.3628949155869479,0.44360665147561484,0.329394233298195,0.232394669334721,0.232394669334721,True,Oxidative Phosphorylation,['Energy metabolism'],1,False,False,False,PPA2 or _LHPP or PPA1,NA or NA or 0.33,
PPCOACm,0.7986782397306441,-0.3219280948873623,0.250301597983944,0.424506121311998,0.424506121311998,True,"Glyoxylate And Dicarboxylate Metabolism; Propanoate Metabolism; Valine, Leucine And Isoleucine Biosynthesis; Valine, Leucine And Isoleucine Degradation",['BCAA metabolism (Val/Leu/Iso)'],1,False,False,False,PCCB and PCCA,0.25 and 0.53,
PPM,1.3628949155915868,0.44360665147561484,0.695880785440282,0.1658202119614021,0.1658202119614021,True,Pentose Phosphate Pathway; Purine Metabolism,"['Energy metabolism', 'Nitrogen disposal']",2,False,False,False,PGM1 or PGM2,-0.14 or 0.70,
PRAGSr,1.3628949155834378,0.44360665147561484,0.0222150383277229,0.97344510769848,0.97344510769848,True,Purine Metabolism; Purine Synthesis,"['Nitrogen disposal', 'Nucleotide metabolism']",2,False,False,False,GART or GART-B,0.02 or NA,
PRASCS,1.3628949155834378,0.44360665147561484,0.113318525166949,0.781666838489658,0.781666838489658,True,Purine Metabolism; Purine Synthesis,"['Nitrogen disposal', 'Nucleotide metabolism']",2,False,False,False,PAICS,0.11,
PRFGS,1.3628949155834378,0.44360665147561484,0.0,,,True,Purine Metabolism; Purine Synthesis,"['Nitrogen disposal', 'Nucleotide metabolism']",2,False,False,False,PFAS,NA,
PRO1xm,1000.0,3.0,0.153355596471614,0.927610616631315,0.927610616631315,True,Arginine And Proline Metabolism; Biosynthesis Of Amino Acids,"['AA central (Ala/Asp/Glu, Gly/Ser/Thr)']",1,False,True,False,PRODH,0.15,
PROt4,3.184333396504762,1.6690267655096307,1.39911491067747,0.6848975382930262,0.6848975382930262,True,Extracellular Transport,['Extracellular Transport'],1,True,True,True,SLC38A1 or SLC6A14 or SLC38A2 or SLC22A5 or (SLC6A19 and TMEM27) or (SLC6A19 and ACE2),-0.18 or 1.40 or -0.30 or 0.33 or (-0.03 and 0.48) or (-0.03 and -0.07),25.0
PRPPS,1.3628949156028256,0.44360665147561484,0.564413652305173,0.5079935905893334,0.5079935905893334,True,Biosynthesis Of Amino Acids; Pentose Phosphate Pathway; Purine Metabolism,"['AA central (Ala/Asp/Glu, Gly/Ser/Thr)', 'Energy metabolism', 'Nitrogen disposal']",3,False,False,False,PRPS1L1 or PRPS2,-0.05 or 0.56,
PSDm_hs,1.3628949155848873,0.44360665147561484,-0.147832162009043,0.798580727823237,0.798580727823237,True,Glycerophospholipid Metabolism,['Lipid metabolism'],1,False,False,False,PISD,-0.15,
PSERT,1.438695569818605,0.5260688116675876,0.841228824981149,0.0100755395327896,0.0100755395327896,True,"Alanine, Aspartate And Glutamate Metabolism; Biosynthesis Of Amino Acids; Cysteine And Methionine Metabolism; Glycine, Serine And Threonine Metabolism; Methane Metabolism","['AA central (Ala/Asp/Glu, Gly/Ser/Thr)', 'AA other']",2,True,False,False,PSAT1,0.84,
PSFLIP,1.3628949155848873,0.44360665147561484,1.01789366196848,0.13855122184137084,0.13855122184137084,True,Extracellular Transport,['Extracellular Transport'],1,True,False,False,ATP8A1 or ATP10A,1.02 or -0.47,
PSP__Lm,1.438695569818605,0.5260688116675876,-0.0841409658605972,0.930653752468914,0.930653752468914,True,"Alanine, Aspartate And Glutamate Metabolism; Glycine, Serine And Threonine Metabolism","['AA central (Ala/Asp/Glu, Gly/Ser/Thr)']",1,False,False,False,PSPH,-0.08,
PSSA1_hs,1.362894915584804,0.44360665147561484,0.49973096146094,0.116675558798055,0.116675558798055,True,Glycerophospholipid Metabolism,['Lipid metabolism'],1,False,False,False,PTDSS1,0.50,
PUNP1,1.362894915584755,0.44360665147561484,0.0,,,True,Nucleotide Interconversion; Nucleotide Metabolism; Purine Metabolism,"['Nucleotide metabolism', 'Nitrogen disposal']",2,False,False,False,PNP,NA,
PUNP2,1.362894915584755,0.44360665147561484,0.0,,,True,Nucleotide Metabolism; Purine Catabolism; Purine Metabolism,"['Nucleotide metabolism', 'Nitrogen disposal']",2,False,False,False,PNP,NA,
PUNP3,1.3628949149163858,0.44360665147561484,0.0,,,True,Nucleotide Metabolism; Purine Catabolism; Purine Metabolism,"['Nucleotide metabolism', 'Nitrogen disposal']",2,False,False,False,PNP,NA,
PUNP4,1.362894915605479,0.44360665147561484,0.0,,,True,Nucleotide Metabolism; Purine Catabolism; Purine Metabolism,"['Nucleotide metabolism', 'Nitrogen disposal']",2,False,False,False,PNP,NA,
PYK,0.9984869782826071,0.0,0.196782595387748,0.486976640777581,0.486976640777581,True,Biosynthesis Of Amino Acids; Glycolysis/Gluconeogenesis; Pyruvate Metabolism,"['AA central (Ala/Asp/Glu, Gly/Ser/Thr)', 'Energy metabolism']",2,False,False,False,PKLR,0.20,
PYNP2r,1.3628949156065493,0.44360665147561484,0.216210440273642,0.867448789054464,0.867448789054464,True,Nucleotide Metabolism; Pyrimidine Catabolism; Pyrimidine Metabolism,['Nucleotide metabolism'],1,False,False,False,UPP2,0.22,
PYRt2,1.1129163575652823,0.15055967657538138,0.703209141395701,0.1888953260917638,0.1888953260917638,True,Extracellular Transport,['Extracellular Transport'],1,False,False,False,SLC16A3 or SLC16A7 or _LOC416086 or SLC16A1,0.17 or 0.70 or NA or 0.56,
RE0452M,1.362894915584755,0.44360665147561484,0.0,,,True,Pyrimidine Synthesis,['Nucleotide metabolism'],1,False,False,False,_DTYMK,NA,
RNDR2,1.362894915604779,0.44360665147561484,-0.0511257319094593,0.9281820537224642,0.9281820537224642,True,Nucleotide Interconversion,['Nucleotide metabolism'],1,False,False,False,(RRM1 and RRM2) or RRM2B,(-0.27 and 0.09) or -0.05,
RNDR3,1.3628949155848775,0.44360665147561484,-0.0511257319094593,0.9281820537224642,0.9281820537224642,True,Nucleotide Interconversion,['Nucleotide metabolism'],1,False,False,False,(RRM1 and RRM2) or RRM2B,(-0.27 and 0.09) or -0.05,
RPI,1.3628949156262973,0.44360665147561484,-0.326614198262513,0.620032813242826,0.620032813242826,True,Biosynthesis Of Amino Acids; Pentose Phosphate Pathway,"['AA central (Ala/Asp/Glu, Gly/Ser/Thr)', 'Energy metabolism']",2,False,False,False,RPIA,-0.33,
SACCD3m,1000.0,3.0,0.202235279536751,0.538287170312083,0.538287170312083,True,Lysine Degradation; Lysine Metabolism,['AA other'],1,False,True,False,AASS,0.20,
SERt4,1.3628949155848356,0.44360665147561484,1.39911491067747,0.6848975382930262,0.6848975382930262,True,Extracellular Transport,['Extracellular Transport'],1,True,False,False,SLC38A1 or SLC6A14 or SLC38A2 or SLC22A5 or (SLC6A19 and TMEM27) or (SLC6A19 and ACE2),-0.18 or 1.40 or -0.30 or 0.33 or (-0.03 and 0.48) or (-0.03 and -0.07),
SUCOASm,1.035161257637728,0.056583528366367514,0.0516772262677394,0.884362114906854,0.884362114906854,True,Citric Acid Cycle; Propanoate Metabolism,['Energy metabolism'],1,False,False,False,SUCLG1 and SUCLA2,0.49 and 0.05,
THRt4,1.3628949155848353,0.44360665147561484,1.39911491067747,0.6848975382930262,0.6848975382930262,True,Extracellular Transport,['Extracellular Transport'],1,True,False,False,SLC38A1 or SLC6A14 or SLC38A2 or SLC22A5 or (SLC6A19 and TMEM27) or (SLC6A19 and ACE2),-0.18 or 1.40 or -0.30 or 0.33 or (-0.03 and 0.48) or (-0.03 and -0.07),
TMDSm,1.362894915584755,0.44360665147561484,-0.15936638324502,0.889654671820707,0.889654671820707,True,Nucleotide Interconversion,['Nucleotide metabolism'],1,False,False,False,TYMS,-0.16,
TPI,0.9983956185687751,0.0,0.0,,,True,Glycolysis/Gluconeogenesis,['Energy metabolism'],1,False,False,False,TPI1,NA,
TRDR,1.3628949155848293,0.44360665147561484,0.336140887582907,0.73450164854396,0.73450164854396,True,Nucleotide Interconversion,['Nucleotide metabolism'],1,False,False,False,TXNRD1,0.34,
TRPO2,1.6764396863332778,0.7484612330040356,2.64177127409875,0.046354530029249,0.046354530029249,True,Tryptophan Metabolism,['AA other'],1,True,False,False,TDO2 or IDO2,NA or 2.64,
TRPt,1.5039078111031776,0.5849625007211562,0.605780945130035,0.229338590920308,0.229338590920308,True,Extracellular Transport,['Extracellular Transport'],1,False,False,False,SLC36A4 or SLC16A10,NA or 0.61,
TYRPHELAT2tc,1.362894915584833,0.44360665147561484,0.0134699457515791,0.988813127338833,0.988813127338833,True,Extracellular Transport,['Extracellular Transport'],1,False,False,False,SLC7A5,0.01,
UMPK2m,1.3628949155848522,0.44360665147561484,0.0,,,True,Nucleotide Interconversion,['Nucleotide metabolism'],1,False,False,False,CMPK2,NA,
URIDK2,1.362894915605768,0.44360665147561484,0.0,,,True,Nucleotide Interconversion; Nucleotide Metabolism; Pyrimidine Metabolism,['Nucleotide metabolism'],1,False,False,False,_DTYMK,NA,
URIt,1.362894915584836,0.44360665147561484,0.0091517029729605,0.9801479374161377,0.9801479374161377,True,Extracellular Transport,['Extracellular Transport'],1,False,False,False,SLC29A1 or SLC29A3,0.01 or -0.04,
VALTA,0.6782733842686183,-0.5563933485243852,0.0468424539259022,0.937942487185286,0.937942487185286,True,"2-oxocarboxylic Acid Metabolism; Biosynthesis Of Amino Acids; Pantothenate And Coa Biosynthesis; Valine, Leucine And Isoleucine Biosynthesis; Valine, Leucine And Isoleucine Degradation","['AA central (Ala/Asp/Glu, Gly/Ser/Thr)', 'BCAA metabolism (Val/Leu/Iso)']",2,False,False,False,BCAT1,0.05,
VALtec,1.0000000000000062,0.0,0.0197833554957469,0.987486660647554,0.987486660647554,True,Extracellular Transport,['Extracellular Transport'],1,False,False,False,SLC43A2,0.02,
_DAGK_hs,1.3628949155848349,0.44360665147561484,0.0,,,True,Glycerophospholipid Metabolism,['Lipid metabolism'],1,False,False,False,_DGKI or _DGKZ or _DGKD or _DGKH or _DGKE or _DGKQ or _DGKK or _DGKE or _DGKI,NA or NA or NA or NA or NA or NA or NA or NA or NA,
_DCMPDA,1.3628949155847918,0.44360665147561484,0.0,,,True,Pyrimidine Catabolism,['Nucleotide metabolism'],1,False,False,False,_DCTD,NA,
_DGAT,1.3628949155845516,0.44360665147561484,0.0,,,True,Triacylglycerol Synthesis,['Lipid metabolism'],1,False,False,False,_DGAT2,NA,
_DGK1,1.362894915605479,0.44360665147561484,0.152336848586051,0.831286141257803,0.831286141257803,True,Nucleotide Interconversion,['Nucleotide metabolism'],1,False,False,False,GUK1,0.15,
_DHORD9,1.3628949156813748,0.44360665147561484,0.0,,,True,Pyrimidine Synthesis,['Nucleotide metabolism'],1,False,False,False,_DHODH,NA,
_DHORTS,1.3628949156813748,0.44360665147561484,0.0,,,True,Pyrimidine Synthesis,['Nucleotide metabolism'],1,False,False,False,CAD,NA,
_DNDPt14m,1.362894915584755,0.44360665147561484,0.167999824664222,0.671097238282876,0.671097238282876,True,"Transport, Mitochondrial",['Mitochondrial transport'],1,False,False,False,SLC25A19,0.17,
_DURIK1,1.3628949156065493,0.44360665147561484,-0.193045220134872,0.896808171195196,0.896808171195196,True,Nucleotide Interconversion,['Nucleotide metabolism'],1,False,False,False,TK1,-0.19,
_DURIPP,1.3628949156065493,0.44360665147561484,0.216210440273642,0.867448789054464,0.867448789054464,True,Nucleotide Interconversion,['Nucleotide metabolism'],1,False,False,False,PNP or UPP2,NA or 0.22,
_DUTPDPm,1.362894915584755,0.44360665147561484,0.221040851086496,0.692790461808579,0.692790461808579,True,Nucleotide Interconversion,['Nucleotide metabolism'],1,False,False,False,_DUT or ITPA,NA or 0.22,
_LCAT1e,1.3628949155848407,0.44360665147561484,0.0,,,True,Fatty Acid Degradation,['Lipid metabolism'],1,False,False,False,_LCAT,NA,
_LDH__L,0.984332028824928,-0.029146345659516508,0.0,,,True,Glycolysis/Gluconeogenesis,['Energy metabolism'],1,False,False,False,_LDHB and _LDHA,NA and NA,
_LEUtec,1.3628949155848356,0.44360665147561484,0.0197833554957469,0.987486660647554,0.987486660647554,True,Extracellular Transport,['Extracellular Transport'],1,False,False,False,SLC43A2,0.02,
_LPASE,1.3628949155848407,0.44360665147561484,0.441742394320305,0.653713385872739,0.653713385872739,True,Glycerophospholipid Metabolism,['Lipid metabolism'],1,False,False,False,PLA2G4A,0.44,
_LPCHOLt,1.3628949155848407,0.44360665147561484,-1.58826722293362,,,True,Extracellular Transport,['Extracellular Transport'],1,True,False,False,SPTLC1 and SPTLC2 and SPTLC3,0.15 and 0.07 and -1.59,
_LYSt5r,4.6738054175722805,2.2234225499349374,0.842034348555668,0.5717983356056048,0.5717983356056048,True,Extracellular Transport,['Extracellular Transport'],1,True,True,True,SLC38A4 or SLC7A3,0.18 or 0.84,25.0
_LYStm,1000.0,3.0,0.8801660773103,0.0742776656849623,0.0742776656849623,True,"Transport, Mitochondrial",['Mitochondrial transport'],1,True,True,True,SLC25A15,0.88,50.0
_L__LACt2r,0.984332028824928,-0.029146345659516508,0.703209141395701,0.1358796810336611,0.1358796810336611,True,Extracellular Transport,['Extracellular Transport'],1,False,False,False,SLC16A7 or _LOC416086 or SLC16A8 or SLC16A1 or SLC16A3 or BSG,0.70 or NA or NA or 0.56 or 0.17 or 0.42,
r0034,1.3628949156813748,0.44360665147561484,0.0,,,True,"Alanine, Aspartate And Glutamate Metabolism; Arginine Biosynthesis; Biosynthesis Of Amino Acids; Nitrogen Metabolism; Urea Cycle","['AA central (Ala/Asp/Glu, Gly/Ser/Thr)', 'AA other', 'Nitrogen disposal']",3,False,False,False,CPS1,NA,
r0074,1000.0,3.0,0.275417332518197,0.21419551012623,0.21419551012623,True,Arginine And Proline Metabolism; Urea Cycle,['Nitrogen disposal'],1,False,True,False,ALDH4A1,0.28,
r0129,1.282338267494814,0.35614381022527536,0.977100622406908,0.149505713861801,0.149505713861801,True,Glutathione Metabolism,['Energy metabolism'],1,True,False,False,GGT2 or GGT2P,0.98 or NA,
r0130,0.7705114072999877,-0.3770696490798233,0.977100622406908,0.149505713861801,0.149505713861801,True,Glutathione Metabolism,['Energy metabolism'],1,True,False,False,GGT2 or GGT2P,0.98 or NA,
r0202c,1.3628949155848404,0.44360665147561484,0.355154818438057,0.620038299292698,0.620038299292698,True,Glycerophospholipid Metabolism,['Lipid metabolism'],1,False,False,False,GPD1L2,0.36,
r0276,1.0685101227084088,0.09761079662642233,-0.0290450610225701,0.962229704203409,0.962229704203409,True,Nucleotide Metabolism; Purine Catabolism; Purine Metabolism,"['Nucleotide metabolism', 'Nitrogen disposal']",2,False,False,False,GMPR2,-0.03,
r0385,0.6782733842686183,-0.5563933485243852,-0.11670049709321,0.799218035364852,0.799218035364852,True,"Valine, Leucine And Isoleucine Biosynthesis",['BCAA metabolism (Val/Leu/Iso)'],1,False,False,False,BCKDHA and BCKDHB,-0.07 and -0.12,
r0450,1000.0,3.0,-0.0115461034296002,0.98786497540744,0.98786497540744,True,2-oxocarboxylic Acid Metabolism; Biosynthesis Of Amino Acids; Lysine Biosynthesis; Lysine Degradation; Lysine Metabolism,"['AA central (Ala/Asp/Glu, Gly/Ser/Thr)', 'AA other']",2,False,True,False,AADAT,-0.01,
r0475,1.3628949156068602,0.44360665147561484,-0.269397789664881,0.934685703302325,0.934685703302325,True,Nucleotide Interconversion,['Nucleotide metabolism'],1,False,False,False,RRM1 and RRM2 and RRM2B,-0.27 and 0.09 and -0.05,
r0509,1.0351612576377276,0.056583528366367514,-0.0622865789052871,0.895710455550121,0.895710455550121,True,Citric Acid Cycle,['Energy metabolism'],1,False,False,False,SDHA and SDHB and SDHC and SDHD,0.06 and 0.32 and -0.06 and 0.15,
